time,ax,ay,az,gx,gy,gz,mx,my,mz
2092.00,0.09,-0.79,9.61,-0.00,-0.01,-0.00,12.74,7.95,-111.11
2142.00,0.10,-0.79,9.64,-0.01,-0.02,-0.00,13.09,7.60,-108.12
2193.00,-1.38,1.10,9.08,-0.07,0.11,0.06,13.09,7.60,-108.12
2245.00,-0.09,-1.24,9.96,-0.04,0.25,0.03,13.09,7.60,-108.12
2296.00,-0.08,0.07,9.58,-0.04,0.16,0.02,12.40,7.95,-108.45
2346.00,-0.19,-0.73,9.55,-0.06,0.14,0.01,12.40,7.95,-108.45
2399.00,-0.21,-1.33,9.69,-0.03,0.21,0.02,13.78,7.95,-109.45
2449.00,-0.45,-0.68,9.66,-0.03,0.31,0.03,13.78,7.95,-109.45
2500.00,-0.63,-0.95,9.59,-0.03,0.25,0.02,13.78,7.95,-109.45
2553.00,-0.78,-0.48,9.62,-0.03,0.21,0.02,14.81,8.98,-110.78
2603.00,-0.71,-1.70,9.50,0.01,-0.03,-0.01,14.81,8.98,-110.78
2653.00,-0.69,-1.28,9.55,0.02,-0.06,-0.01,14.98,9.85,-109.28
2706.00,-0.74,-0.41,9.57,-0.03,0.04,0.01,14.98,9.85,-109.28
2756.00,-0.81,-0.07,9.68,-0.06,-0.25,-0.06,14.98,9.85,-109.28
2807.00,-0.40,-0.57,9.97,0.03,-0.36,-0.06,14.81,10.37,-109.45
2859.00,-0.75,-2.15,9.29,0.10,0.24,0.04,14.81,10.37,-109.45
2910.00,-0.57,-1.27,9.51,0.07,-0.30,-0.01,14.46,9.68,-109.12
2961.00,-0.33,-0.14,9.73,0.03,-0.22,-0.01,14.46,9.68,-109.12
3013.00,-0.32,-0.19,9.65,0.01,0.02,0.01,13.60,9.16,-109.95
3063.00,-0.54,-1.16,9.60,-0.03,0.09,0.00,13.60,9.16,-109.95
3114.00,-0.41,-2.73,9.49,-0.00,-0.05,-0.01,13.60,9.16,-109.95
3166.00,-0.41,-0.27,9.61,0.04,0.02,0.00,13.09,8.29,-109.45
3217.00,-0.55,-0.91,9.48,0.00,0.13,0.02,13.09,8.29,-109.45
3268.00,-0.50,1.95,9.64,-0.07,-0.27,-0.03,13.26,9.85,-108.95
3321.00,-0.20,1.07,10.18,-0.11,-0.38,-0.07,13.26,9.85,-108.95
3371.00,-0.13,-2.40,9.42,-0.04,0.15,0.01,13.26,9.85,-108.95
3422.00,-0.34,-0.47,9.70,-0.03,0.23,0.02,13.43,9.68,-110.78
3475.00,-0.58,-1.99,9.35,-0.00,0.24,0.02,13.43,9.68,-110.78
3525.00,-0.89,-0.14,9.33,0.04,0.13,0.02,14.12,10.02,-108.45
3576.00,-0.20,-1.95,9.44,0.10,0.17,0.01,14.12,10.02,-108.45
3628.00,-0.88,-1.29,9.48,0.05,0.09,0.02,14.12,10.02,-108.45
3678.00,-0.87,-1.60,9.46,0.07,-0.26,-0.01,14.98,9.50,-109.28
3729.00,-0.28,-0.18,9.68,0.07,-0.75,-0.05,14.98,9.50,-109.28
3780.00,0.08,-1.95,9.64,0.08,-0.38,-0.02,13.95,9.50,-110.28
3831.00,-0.23,0.72,9.60,0.02,0.31,0.03,13.95,9.50,-110.28
3883.00,-0.27,-2.25,9.49,-0.09,0.02,0.00,13.95,9.50,-110.28
3934.00,-0.17,-1.08,9.62,-0.09,-0.54,-0.05,12.91,8.81,-109.62
3986.00,0.41,-0.72,9.67,-0.03,-0.42,-0.05,12.91,8.81,-109.62
4038.00,0.39,-1.25,9.62,-0.01,-0.20,-0.02,10.50,8.81,-110.28
4089.00,0.43,-0.63,9.62,0.00,-0.16,-0.01,10.50,8.81,-110.28
4140.00,0.52,-0.84,9.64,-0.02,-0.13,-0.01,10.50,8.81,-110.28
4192.00,0.53,-1.30,9.56,0.01,-0.04,0.00,9.99,7.60,-110.12
4243.00,0.48,-1.25,9.52,0.02,-0.14,-0.01,9.99,7.60,-110.12
4294.00,0.68,-0.15,9.64,0.00,-0.00,0.00,10.68,8.29,-109.45
4346.00,0.63,-1.12,9.61,-0.00,0.04,0.01,10.68,8.29,-109.45
4397.00,0.63,-0.49,9.63,0.00,0.09,0.01,12.57,8.47,-109.95
4448.00,0.57,-0.89,9.66,0.01,0.08,0.01,12.57,8.47,-109.95
4501.00,0.56,-0.89,9.61,0.01,0.03,0.00,12.57,8.47,-109.95
4551.00,0.50,-0.70,9.60,0.01,0.12,0.01,10.50,9.16,-110.28
4602.00,0.42,-1.02,9.60,0.00,0.14,0.02,10.50,9.16,-110.28
4655.00,0.38,-0.14,9.59,-0.05,0.08,0.01,12.40,8.98,-110.78
4705.00,0.51,-0.83,9.72,0.00,-0.22,-0.02,12.40,8.98,-110.78
4756.00,0.56,-0.67,9.60,-0.00,0.04,0.00,12.40,8.98,-110.78
4809.00,0.41,-0.97,9.70,0.01,0.10,0.01,11.71,9.33,-109.78
4860.00,0.48,-0.53,9.71,0.04,0.29,0.02,11.71,9.33,-109.78
4911.00,-0.18,-0.40,9.64,-0.02,0.95,0.06,12.40,9.68,-109.78
4963.00,-0.73,-3.01,9.42,0.05,0.22,0.03,12.40,9.68,-109.78
5014.00,0.05,-0.29,9.60,0.02,-0.31,-0.02,12.74,7.95,-110.78
5065.00,-0.19,-0.67,9.85,-0.04,0.02,-0.00,12.74,7.95,-110.78
5118.00,-0.13,-0.22,9.59,0.02,0.11,0.01,12.74,7.95,-110.78
5169.00,-0.40,-1.43,9.51,0.02,0.11,0.01,11.54,8.81,-110.28
5220.00,-0.29,-0.17,9.52,0.03,-0.21,-0.01,11.54,8.81,-110.28
5272.00,0.01,-0.89,9.72,-0.04,-0.38,-0.02,13.09,8.64,-110.78
5323.00,0.23,-1.46,9.73,0.11,-0.11,-0.01,13.09,8.64,-110.78
5374.00,-0.19,-1.50,9.66,0.08,-0.27,-0.01,13.09,8.64,-110.78
5427.00,0.47,-20.52,10.65,0.47,0.15,0.08,11.02,8.98,-110.78
5477.00,-1.94,-1.22,15.00,3.93,0.35,0.43,11.02,8.98,-110.78
5528.00,4.25,23.04,124.24,8.21,1.24,0.07,9.30,-8.98,-104.13
5581.00,1.42,23.24,-12.36,2.91,-0.48,0.08,9.30,-8.98,-104.13
5631.00,-0.57,-0.88,-5.92,-0.85,-0.11,-0.16,9.30,-8.98,-104.13
5682.00,0.42,-2.37,-2.04,-3.82,-1.78,-0.19,8.95,-15.90,-102.13
5735.00,-13.27,6.32,-20.47,-5.49,-2.40,-0.97,8.95,-15.90,-102.13
5786.00,-11.74,-3.61,-26.56,-4.11,-2.17,-1.54,6.03,0.52,-113.94
5837.00,3.63,-6.48,-10.72,-2.04,2.68,-1.04,6.03,0.52,-113.94
5889.00,27.81,34.10,23.92,0.09,2.27,-0.70,10.68,14.86,-111.78
5939.00,-10.42,9.92,46.32,2.36,4.99,-0.49,10.68,14.86,-111.78
5991.00,-3.54,-2.09,7.85,-0.35,-0.15,-0.08,10.68,14.86,-111.78
6043.00,-3.52,2.20,9.71,-0.27,-0.83,-0.08,21.35,10.71,-107.12
6094.00,-2.33,-3.63,9.29,0.06,-0.17,-0.07,21.35,10.71,-107.12
6146.00,-3.09,0.91,9.52,0.13,-0.15,-0.08,21.35,10.71,-107.12
6197.00,-2.52,-0.80,9.38,-0.06,-0.37,-0.08,20.32,8.64,-107.12
6248.00,-2.74,0.02,9.26,0.05,0.16,-0.08,20.32,8.64,-107.12
6301.00,-2.91,-0.25,9.05,0.08,0.45,-0.08,19.29,9.33,-107.45
6352.00,-3.95,2.18,8.59,-0.33,-0.95,-0.08,19.29,9.33,-107.45
6403.00,0.51,-3.68,13.95,-0.35,-2.23,-0.08,16.19,10.71,-110.45
6455.00,-2.33,-0.32,5.99,0.24,-1.33,-0.08,16.19,10.71,-110.45
6506.00,0.05,-0.78,12.04,-0.03,-0.02,-0.07,16.19,10.71,-110.45
6557.00,-1.21,-0.59,9.38,0.05,-0.26,-0.06,14.29,10.54,-110.62
6610.00,0.19,-2.47,8.46,0.07,-1.16,-0.15,14.29,10.54,-110.62
6660.00,0.21,-0.55,9.05,-0.04,-0.30,-0.03,12.74,9.68,-110.78
6711.00,-0.11,-0.50,9.78,0.05,0.09,0.04,12.74,9.68,-110.78
6764.00,-0.18,-0.35,9.74,0.03,0.02,0.00,12.74,9.68,-110.78
6814.00,-0.24,-0.08,9.79,-0.01,-0.07,0.01,12.23,9.16,-111.28
6865.00,0.01,-0.22,9.58,-0.01,-0.03,0.01,12.23,9.16,-111.28
6918.00,-0.00,-0.17,9.54,0.00,0.00,0.00,11.36,10.02,-111.45
6969.00,-0.10,-0.66,9.60,0.01,0.01,-0.00,11.36,10.02,-111.45
7020.00,-0.14,-0.77,9.66,-0.01,-0.02,-0.00,11.36,10.02,-111.45
7072.00,-0.07,-0.86,9.65,-0.02,-0.05,-0.00,10.85,9.50,-110.62
7123.00,0.00,-0.85,9.60,-0.02,-0.05,-0.00,10.85,9.50,-110.62
7174.00,0.04,-0.76,9.58,-0.00,-0.02,0.00,11.71,10.02,-110.45
7226.00,0.04,-0.77,9.58,0.00,0.01,-0.00,11.71,10.02,-110.45
7277.00,-0.03,-0.75,9.63,0.01,0.02,0.00,11.88,9.85,-110.95
7328.00,-0.07,-0.73,9.67,0.01,0.02,0.00,11.88,9.85,-110.95
7381.00,-0.07,-0.75,9.64,-0.00,-0.00,0.00,11.88,9.85,-110.95
7432.00,-0.03,-0.77,9.64,-0.01,-0.02,-0.00,12.74,9.33,-111.11
7482.00,-0.01,-0.76,9.61,-0.01,-0.02,-0.00,12.74,9.33,-111.11
7535.00,0.01,-0.77,9.59,-0.00,-0.01,-0.00,11.88,8.81,-111.28
7586.00,-0.00,-0.77,9.62,0.00,0.00,0.00,11.88,8.81,-111.28
7637.00,-0.03,-0.77,9.63,0.00,0.00,0.00,11.88,8.81,-111.28
7690.00,-0.04,-0.76,9.63,0.00,-0.00,0.00,10.85,9.16,-110.95
7741.00,-0.03,-0.76,9.61,-0.00,-0.01,0.00,10.85,9.16,-110.95
7791.00,-0.01,-0.77,9.60,-0.00,-0.01,-0.00,11.19,10.19,-111.28
7844.00,-0.02,-0.77,9.63,-0.00,-0.01,0.00,11.19,10.19,-111.28
7895.00,-0.01,-0.78,9.61,-0.00,0.00,0.00,11.19,10.19,-111.28
7945.00,-0.02,-0.77,9.63,0.00,-0.00,0.00,13.09,10.02,-109.78
7998.00,-0.03,-0.77,9.64,-0.00,-0.00,0.00,13.09,10.02,-109.78
8049.00,-0.01,-0.76,9.61,0.00,-0.00,0.00,11.71,10.37,-110.12
8100.00,-0.02,-0.77,9.60,-0.00,-0.00,0.00,11.71,10.37,-110.12
8151.00,-0.00,-0.77,9.62,-0.00,-0.00,0.00,12.23,9.50,-110.95
8202.00,-0.01,-0.77,9.64,0.00,-0.00,0.00,12.23,9.50,-110.95
8254.00,-0.01,-0.77,9.62,0.00,-0.00,0.00,12.23,9.50,-110.95
8305.00,-0.01,-0.78,9.61,-0.00,-0.00,0.00,11.71,10.02,-111.78
8356.00,0.00,-0.77,9.61,-0.00,-0.00,0.00,11.71,10.02,-111.78
8409.00,0.01,-0.77,9.64,-0.00,-0.00,0.00,11.71,10.02,-111.78
8459.00,0.00,-0.77,9.63,0.00,-0.00,0.00,11.19,10.89,-110.62
8511.00,-0.00,-0.77,9.60,-0.00,-0.00,0.00,11.19,10.89,-110.62
8563.00,0.00,-0.77,9.61,-0.00,-0.00,0.00,11.36,10.02,-111.11
8614.00,0.00,-0.76,9.62,0.00,-0.00,0.00,11.36,10.02,-111.11
8665.00,-0.00,-0.77,9.63,0.00,-0.00,-0.00,12.23,9.85,-110.62
8718.00,-0.00,-0.75,9.63,-0.00,-0.00,0.00,12.23,9.85,-110.62
8768.00,0.00,-0.77,9.63,0.00,-0.00,0.00,12.23,9.85,-110.62
8820.00,-0.01,-0.77,9.63,0.00,-0.00,0.00,11.19,11.23,-110.62
8872.00,0.00,-0.76,9.63,-0.00,-0.00,0.00,11.19,11.23,-110.62
8923.00,-0.00,-0.77,9.61,-0.00,-0.00,0.00,11.19,10.54,-109.95
8974.00,-0.01,-0.77,9.62,0.00,-0.00,0.00,11.19,10.54,-109.95
